ligand,receptor,species,type
IGFBPL1,LRP1B,Human,LR
IGFBPL1,NFASC,Human,LR
IGFBPL1,PTPRD,Human,LR
IGFBPL1,SDK2,Human,LR
IGLON5,ADGRL3,Human,LR
IGLON5,DSCAML1,Human,LR
IGLON5,INSRR,Human,LR
IGLON5,LRP1B,Human,LR
IGLON5,NFASC,Human,LR
IGLON5,PTPRD,Human,LR
IGLON5,SDK1,Human,LR
IGLON5,SDK2,Human,LR
IL17D,ADGRL3,Human,LR
IL17D,INSRR,Human,LR
IL17D,LRP1B,Human,LR
IL17D,NFASC,Human,LR
IL32,INSRR,Human,LR
IL32,LRP1B,Human,LR
INSL4,CD180,Human,LR
INSL4,CHRM2,Human,LR
INSL4,FFAR3,Human,LR
INSL4,GPER1,Human,LR
INSL4,GPR3,Human,LR
INSL4,GRM2,Human,LR
INSL4,LTB4R2,Human,LR
INSL4,P2RY1,Human,LR
INSL4,P2RY2,Human,LR
INSL4,P2RY4,Human,LR
INSL4,P2RY8,Human,LR
INSL4,S1PR2,Human,LR
INSL4,TLR10,Human,LR
INSL6,GPER1,Human,LR
INSL6,P2RY1,Human,LR
INSL6,P2RY4,Human,LR
INSL6,P2RY8,Human,LR
ISLR,ADGRL3,Human,LR
ISLR,DSCAML1,Human,LR
ISLR,INSRR,Human,LR
ISLR,LRP1B,Human,LR
ISLR,MEGF11,Human,LR
ISLR,MRC1,Human,LR
ISLR,NFASC,Human,LR
ISLR,PTPRD,Human,LR
ISLR,SDK1,Human,LR
ISLR,SDK2,Human,LR
ISLR,STAB1,Human,LR
JCHAIN,GPER1,Human,LR
JCHAIN,P2RY1,Human,LR
JCHAIN,P2RY4,Human,LR
KAZALD1,ADGRL3,Human,LR
KAZALD1,DSCAML1,Human,LR
KAZALD1,INSRR,Human,LR
KAZALD1,LRP1B,Human,LR
KAZALD1,NFASC,Human,LR
KAZALD1,PTPRD,Human,LR
KAZALD1,SDK1,Human,LR
KAZALD1,SDK2,Human,LR
KCP,INSRR,Human,LR
KCP,LRP1B,Human,LR
KLK10,INSRR,Human,LR
KLK10,LRP1B,Human,LR
KRTDAP,ADRA1B,Human,LR
KRTDAP,CD180,Human,LR
KRTDAP,CHRM2,Human,LR
KRTDAP,CHRM5,Human,LR
KRTDAP,DRD3,Human,LR
KRTDAP,GPER1,Human,LR
KRTDAP,GPR15,Human,LR
KRTDAP,GPR17,Human,LR
KRTDAP,GPR174,Human,LR
KRTDAP,GPR4,Human,LR
KRTDAP,GPR83,Human,LR
KRTDAP,GPR87,Human,LR
KRTDAP,GRM2,Human,LR
KRTDAP,GRM6,Human,LR
KRTDAP,GRM8,Human,LR
KRTDAP,INSRR,Human,LR
KRTDAP,LPAR5,Human,LR
KRTDAP,P2RY1,Human,LR
KRTDAP,P2RY2,Human,LR
KRTDAP,P2RY4,Human,LR
KRTDAP,P2RY6,Human,LR
KRTDAP,P2RY8,Human,LR
KRTDAP,S1PR2,Human,LR
KRTDAP,TLR10,Human,LR
LAD1,ADGRL3,Human,LR
LAD1,CHRM2,Human,LR
LAD1,GPER1,Human,LR
LAD1,GRM2,Human,LR
LAD1,GRM6,Human,LR
LAD1,INSRR,Human,LR
LAD1,LRP1B,Human,LR
LAD1,NFASC,Human,LR
LAD1,PTPRD,Human,LR
LAD1,S1PR2,Human,LR
LALBA,CHRM2,Human,LR
LALBA,FFAR3,Human,LR
LALBA,GPER1,Human,LR
LALBA,GPR15,Human,LR
LALBA,GPR17,Human,LR
LALBA,GPR174,Human,LR
LALBA,GPR183,Human,LR
LALBA,GPR3,Human,LR
LALBA,GPR4,Human,LR
LALBA,GPR87,Human,LR
LALBA,GRM2,Human,LR
LALBA,LPAR5,Human,LR
LALBA,LTB4R,Human,LR
LALBA,LTB4R2,Human,LR
LALBA,P2RY1,Human,LR
LALBA,P2RY2,Human,LR
LALBA,P2RY4,Human,LR
LALBA,P2RY6,Human,LR
LALBA,P2RY8,Human,LR
LALBA,PTAFR,Human,LR
LALBA,S1PR2,Human,LR
LEAP2,ADRA1B,Human,LR
LEAP2,ADRA2C,Human,LR
LEAP2,CHRM2,Human,LR
LEAP2,DRD3,Human,LR
LEAP2,GPER1,Human,LR
LEAP2,GPR3,Human,LR
LEAP2,GPR4,Human,LR
LEAP2,GPR6,Human,LR
LEAP2,GRM2,Human,LR
LEAP2,GRM6,Human,LR
LEAP2,LPAR5,Human,LR
LEAP2,LTB4R2,Human,LR
LEAP2,P2RY1,Human,LR
LEAP2,P2RY2,Human,LR
LEAP2,P2RY4,Human,LR
LEAP2,P2RY6,Human,LR
LEAP2,P2RY8,Human,LR
LEAP2,S1PR2,Human,LR
LGI3,ADGRL3,Human,LR
LGI3,DSCAML1,Human,LR
LGI3,INSRR,Human,LR
LGI3,LRP1B,Human,LR
LGI3,MEGF11,Human,LR
LGI3,MRC1,Human,LR
LGI3,NFASC,Human,LR
LGI3,PTPRD,Human,LR
LGI3,SDK1,Human,LR
LGI3,SDK2,Human,LR
LGI3,STAB1,Human,LR
LGI4,INSRR,Human,LR
LGI4,LRP1B,Human,LR
LINC00305,GPER1,Human,LR
LRG1,INSRR,Human,LR
LRG1,LRP1B,Human,LR
LTBP2,INSRR,Human,LR
LTBP2,LRP1B,Human,LR
LTBP4,INSRR,Human,LR
LTBP4,LRP1B,Human,LR
LY6G5B,GPER1,Human,LR
LY6G5B,GPR132,Human,LR
LY6G5B,GPR17,Human,LR
LY6G5B,GPR4,Human,LR
LY6G5B,GPR87,Human,LR
LY6G5B,GRM2,Human,LR
LY6G5B,INSRR,Human,LR
LY6G5B,LPAR5,Human,LR
LY6G5B,LRP1B,Human,LR
LY6G5B,LTB4R,Human,LR
LY6G5B,LTB4R2,Human,LR
LY6G5B,P2RY1,Human,LR
LY6G5B,P2RY2,Human,LR
LY6G5B,P2RY4,Human,LR
LY6G5B,P2RY6,Human,LR
LY6G5B,P2RY8,Human,LR
LY6G5B,S1PR2,Human,LR
LY6K,GPER1,Human,LR
LY6K,GRM2,Human,LR
LY6K,P2RY1,Human,LR
LY6K,P2RY4,Human,LR
LY6K,P2RY8,Human,LR
LY6K,S1PR2,Human,LR
LYPD6,ADGRL3,Human,LR
LYPD6,INSRR,Human,LR
LYPD6,LRP1B,Human,LR
LYPD6,NFASC,Human,LR
LYPD6,PTPRD,Human,LR
LYPD6,SDK1,Human,LR
LYPD6,SDK2,Human,LR
LYZL1,CHRM2,Human,LR
LYZL1,GPER1,Human,LR
LYZL1,GRM2,Human,LR
LYZL1,LTB4R2,Human,LR
LYZL1,P2RY1,Human,LR
LYZL1,P2RY2,Human,LR
LYZL1,P2RY4,Human,LR
LYZL1,P2RY8,Human,LR
LYZL1,S1PR2,Human,LR
LYZL2,GPER1,Human,LR
LYZL2,GRM2,Human,LR
LYZL2,P2RY1,Human,LR
LYZL2,P2RY2,Human,LR
LYZL2,P2RY4,Human,LR
LYZL2,P2RY8,Human,LR
LYZL2,S1PR2,Human,LR
LYZL6,CHRM2,Human,LR
LYZL6,DRD3,Human,LR
LYZL6,GPER1,Human,LR
LYZL6,GPR6,Human,LR
LYZL6,GRM2,Human,LR
LYZL6,LTB4R2,Human,LR
LYZL6,P2RY1,Human,LR
LYZL6,P2RY2,Human,LR
LYZL6,P2RY4,Human,LR
LYZL6,P2RY8,Human,LR
LYZL6,S1PR2,Human,LR
MAPT,ADGRL3,Human,LR
MAPT,CHRM2,Human,LR
MAPT,GRM2,Human,LR
MAPT,GRM6,Human,LR
MAPT,INSRR,Human,LR
MAPT,LRP1B,Human,LR
MAPT,NFASC,Human,LR
MAPT,PTPRD,Human,LR
MAPT,SDK2,Human,LR
MATN4,INSRR,Human,LR
MATN4,LRP1B,Human,LR
MATN4,MEGF11,Human,LR
MATN4,MRC1,Human,LR
MATN4,NFASC,Human,LR
MATN4,SDK1,Human,LR
MATN4,SDK2,Human,LR
MATN4,STAB1,Human,LR
MEGF6,INSRR,Human,LR
MEGF6,LRP1B,Human,LR
METRN,ADGRL3,Human,LR
METRN,INSRR,Human,LR
METRN,LRP1B,Human,LR
METRN,NFASC,Human,LR
METRN,PTPRD,Human,LR
METRN,SDK1,Human,LR
METRN,SDK2,Human,LR
METRNL,ADGRL3,Human,LR
METRNL,INSRR,Human,LR
METRNL,LRP1B,Human,LR
METRNL,NFASC,Human,LR
METRNL,PTPRD,Human,LR
METRNL,SDK1,Human,LR
METRNL,SDK2,Human,LR
METTL24,ADGRL3,Human,LR
METTL24,INSRR,Human,LR
METTL24,LRP1B,Human,LR
METTL24,NFASC,Human,LR
METTL24,PTPRD,Human,LR
METTL24,SDK2,Human,LR
MGP,GPER1,Human,LR
MGP,GRM2,Human,LR
MGP,P2RY1,Human,LR
MGP,P2RY2,Human,LR
MGP,P2RY4,Human,LR
MGP,P2RY8,Human,LR
MMRN2,INSRR,Human,LR
MMRN2,LRP1B,Human,LR
MSLN,INSRR,Human,LR
MSLN,LRP1B,Human,LR
MSMP,INSRR,Human,LR
MSMP,LRP1B,Human,LR
MT-RNR2,GPER1,Human,LR
MT-RNR2,P2RY1,Human,LR
MT-RNR2,P2RY4,Human,LR
MTRNR2L1,GPER1,Human,LR
MTRNR2L1,P2RY1,Human,LR
MTRNR2L1,P2RY4,Human,LR
MTRNR2L10,GPER1,Human,LR
MTRNR2L10,P2RY1,Human,LR
MTRNR2L10,P2RY4,Human,LR
MTRNR2L11,GPER1,Human,LR
MTRNR2L11,P2RY1,Human,LR
MTRNR2L11,P2RY4,Human,LR
MTRNR2L12,GPER1,Human,LR
MTRNR2L12,P2RY1,Human,LR
MTRNR2L12,P2RY4,Human,LR
MTRNR2L13,GPER1,Human,LR
MTRNR2L13,P2RY1,Human,LR
MTRNR2L13,P2RY4,Human,LR
MTRNR2L2,GPER1,Human,LR
MTRNR2L2,P2RY1,Human,LR
MTRNR2L2,P2RY4,Human,LR
MTRNR2L3,GPER1,Human,LR
MTRNR2L3,P2RY1,Human,LR
MTRNR2L3,P2RY4,Human,LR
MTRNR2L4,GPER1,Human,LR
MTRNR2L4,P2RY1,Human,LR
MTRNR2L4,P2RY4,Human,LR
MTRNR2L5,GPER1,Human,LR
MTRNR2L5,P2RY1,Human,LR
MTRNR2L5,P2RY4,Human,LR
MTRNR2L6,GPER1,Human,LR
MTRNR2L6,P2RY1,Human,LR
MTRNR2L6,P2RY4,Human,LR
MTRNR2L7,GPER1,Human,LR
MTRNR2L7,P2RY1,Human,LR
MTRNR2L7,P2RY4,Human,LR
MTRNR2L8,GPER1,Human,LR
MTRNR2L8,P2RY1,Human,LR
MTRNR2L8,P2RY4,Human,LR
MTRNR2L9,GPER1,Human,LR
MTRNR2L9,P2RY1,Human,LR
MTRNR2L9,P2RY4,Human,LR
NBL1,ADGRL3,Human,LR
NBL1,GPER1,Human,LR
NBL1,GRM2,Human,LR
NBL1,INSRR,Human,LR
NBL1,LRP1B,Human,LR
NBL1,NFASC,Human,LR
NBL1,S1PR2,Human,LR
NDFIP1,ADGRL3,Human,LR
NDFIP1,INSRR,Human,LR
NDFIP1,LRP1B,Human,LR
NDFIP1,NFASC,Human,LR
NDFIP1,PTPRD,Human,LR
NENF,GPER1,Human,LR
NENF,INSRR,Human,LR
NETO1,ADGRL3,Human,LR
NETO1,DSCAML1,Human,LR
NETO1,INSRR,Human,LR
NETO1,LRP1B,Human,LR
NETO1,NFASC,Human,LR
NETO1,PTPRD,Human,LR
NETO1,SDK1,Human,LR
NETO1,SDK2,Human,LR
NINJ1,ADGRL3,Human,LR
NINJ1,INSRR,Human,LR
NINJ1,LRP1B,Human,LR
NINJ1,NFASC,Human,LR
NINJ1,PTPRD,Human,LR
NINJ1,SDK2,Human,LR
NOTCH2NLB,INSRR,Human,LR
NOTCH2NLB,LRP1B,Human,LR
NSUN2,GPER1,Human,LR
NTN5,ADGRL3,Human,LR
NTN5,INSRR,Human,LR
NTN5,LRP1B,Human,LR
NTN5,NFASC,Human,LR
NTN5,PTPRD,Human,LR
NTN5,SDK2,Human,LR
NXPH4,ADGRL3,Human,LR
NXPH4,INSRR,Human,LR
NXPH4,LRP1B,Human,LR
NXPH4,NFASC,Human,LR
NXPH4,PTPRD,Human,LR
NXPH4,SDK2,Human,LR
NYX,ADGRL3,Human,LR
NYX,INSRR,Human,LR
NYX,LRP1B,Human,LR
NYX,NFASC,Human,LR
NYX,PTPRD,Human,LR
NYX,SDK2,Human,LR
ODAM,ADRA1B,Human,LR
ODAM,ADRA2C,Human,LR
ODAM,CASR,Human,LR
ODAM,CD180,Human,LR
ODAM,CHRM2,Human,LR
ODAM,CHRM5,Human,LR
ODAM,CYSLTR2,Human,LR
ODAM,DRD1,Human,LR
ODAM,DRD3,Human,LR
ODAM,DRD5,Human,LR
ODAM,FFAR3,Human,LR
ODAM,FFAR4,Human,LR
ODAM,GPER1,Human,LR
ODAM,GPR12,Human,LR
ODAM,GPR132,Human,LR
ODAM,GPR15,Human,LR
ODAM,GPR17,Human,LR
ODAM,GPR174,Human,LR
ODAM,GPR183,Human,LR
ODAM,GPR3,Human,LR
ODAM,GPR34,Human,LR
ODAM,GPR4,Human,LR
ODAM,GPR83,Human,LR
ODAM,GPR87,Human,LR
ODAM,GRM2,Human,LR
ODAM,GRM6,Human,LR
ODAM,GRM8,Human,LR
ODAM,INSRR,Human,LR
ODAM,LPAR5,Human,LR
ODAM,LTB4R,Human,LR
ODAM,LTB4R2,Human,LR
ODAM,NPY4R2,Human,LR
ODAM,OPN4,Human,LR
ODAM,P2RY1,Human,LR
ODAM,P2RY10,Human,LR
ODAM,P2RY2,Human,LR
ODAM,P2RY4,Human,LR
ODAM,P2RY6,Human,LR
ODAM,P2RY8,Human,LR
ODAM,PTAFR,Human,LR
ODAM,S1PR2,Human,LR
ODAM,TLR10,Human,LR
OMD,INSRR,Human,LR
OMD,LRP1B,Human,LR
OPRPN,GPER1,Human,LR
OTOG,INSRR,Human,LR
OTOG,LRP1B,Human,LR
OTOR,ADGRL3,Human,LR
OTOR,INSRR,Human,LR
OTOR,LRP1B,Human,LR
OTOR,NFASC,Human,LR
OTOR,PTPRD,Human,LR
OTOR,SDK2,Human,LR
PAPLN,INSRR,Human,LR
PAPLN,LRP1B,Human,LR
PATE1,GPER1,Human,LR
PATE1,GRM2,Human,LR
PATE1,P2RY1,Human,LR
PATE1,P2RY2,Human,LR
PATE1,P2RY4,Human,LR
PATE1,P2RY8,Human,LR
PATE1,S1PR2,Human,LR
PATE2,CD180,Human,LR
PATE2,CHRM2,Human,LR
PATE2,DRD3,Human,LR
PATE2,FFAR3,Human,LR
PATE2,GPER1,Human,LR
PATE2,GPR132,Human,LR
PATE2,GPR15,Human,LR
PATE2,GPR17,Human,LR
PATE2,GPR174,Human,LR
PATE2,GPR183,Human,LR
PATE2,GPR3,Human,LR
PATE2,GPR34,Human,LR
PATE2,GPR4,Human,LR
PATE2,GPR87,Human,LR
PATE2,GRM2,Human,LR
PATE2,GRM6,Human,LR
PATE2,GRM8,Human,LR
PATE2,INSRR,Human,LR
PATE2,LPAR5,Human,LR
PATE2,LTB4R,Human,LR
PATE2,LTB4R2,Human,LR
PATE2,P2RY1,Human,LR
PATE2,P2RY2,Human,LR
PATE2,P2RY4,Human,LR
PATE2,P2RY6,Human,LR
PATE2,P2RY8,Human,LR
PATE2,PTAFR,Human,LR
PATE2,S1PR2,Human,LR
PATE2,TLR10,Human,LR
PATE3,CHRM2,Human,LR
PATE3,CYSLTR2,Human,LR
PATE3,DRD3,Human,LR
PATE3,FFAR3,Human,LR
PATE3,GPER1,Human,LR
PATE3,GPR132,Human,LR
PATE3,GPR15,Human,LR
PATE3,GPR17,Human,LR
PATE3,GPR174,Human,LR
PATE3,GPR183,Human,LR
PATE3,GPR3,Human,LR
PATE3,GPR4,Human,LR
PATE3,GPR87,Human,LR
PATE3,GRM2,Human,LR
PATE3,GRM6,Human,LR
PATE3,GRM8,Human,LR
PATE3,LPAR5,Human,LR
PATE3,LTB4R,Human,LR
PATE3,LTB4R2,Human,LR
PATE3,P2RY1,Human,LR
PATE3,P2RY2,Human,LR
PATE3,P2RY4,Human,LR
PATE3,P2RY6,Human,LR
PATE3,P2RY8,Human,LR
PATE3,PTAFR,Human,LR
PATE3,S1PR2,Human,LR
PATE3,TLR10,Human,LR
PATE4,CHRM2,Human,LR
PATE4,DRD3,Human,LR
PATE4,FFAR3,Human,LR
PATE4,GPER1,Human,LR
PATE4,GPR15,Human,LR
PATE4,GPR17,Human,LR
PATE4,GPR174,Human,LR
PATE4,GPR183,Human,LR
PATE4,GPR3,Human,LR
PATE4,GPR4,Human,LR
PATE4,GPR87,Human,LR
PATE4,GRM2,Human,LR
PATE4,LPAR5,Human,LR
PATE4,LTB4R,Human,LR
PATE4,LTB4R2,Human,LR
PATE4,P2RY1,Human,LR
PATE4,P2RY2,Human,LR
PATE4,P2RY4,Human,LR
PATE4,P2RY6,Human,LR
PATE4,P2RY8,Human,LR
PATE4,PTAFR,Human,LR
PATE4,S1PR2,Human,LR
PCDHA1,ADGRL3,Human,LR
PCDHA1,INSRR,Human,LR
PCDHA1,LRP1B,Human,LR
PCDHA1,NFASC,Human,LR
PCDHA1,PTPRD,Human,LR
PCDHA1,SDK2,Human,LR
PCOLCE,ADGRL3,Human,LR
PCOLCE,DSCAML1,Human,LR
PCOLCE,INSRR,Human,LR
PCOLCE,LRP1B,Human,LR
PCOLCE,NFASC,Human,LR
PCOLCE,PTPRD,Human,LR
PCOLCE,SDK1,Human,LR
PCOLCE,SDK2,Human,LR
PDZD11,ADGRL3,Human,LR
PDZD11,CHRM2,Human,LR
PDZD11,DSCAML1,Human,LR
PDZD11,GPER1,Human,LR
PDZD11,GRM2,Human,LR
PDZD11,INSRR,Human,LR
PDZD11,LRP1B,Human,LR
PDZD11,NFASC,Human,LR
PDZD11,PTPRD,Human,LR
PDZD11,S1PR2,Human,LR
PDZD11,SDK1,Human,LR
PDZD11,SDK2,Human,LR
PDZD2,ADGRL3,Human,LR
PDZD2,INSRR,Human,LR
PDZD2,LRP1B,Human,LR
PDZD2,NFASC,Human,LR
PDZD2,PTPRD,Human,LR
PF4V1,CHRM2,Human,LR
PF4V1,DRD3,Human,LR
PF4V1,FFAR3,Human,LR
PF4V1,GPER1,Human,LR
PF4V1,GPR15,Human,LR
PF4V1,GPR17,Human,LR
PF4V1,GPR3,Human,LR
PF4V1,GPR4,Human,LR
PF4V1,GPR87,Human,LR
PF4V1,GRM2,Human,LR
PF4V1,LPAR5,Human,LR
PF4V1,LTB4R,Human,LR
PF4V1,LTB4R2,Human,LR
PF4V1,P2RY1,Human,LR
PF4V1,P2RY2,Human,LR
PF4V1,P2RY4,Human,LR
PF4V1,P2RY6,Human,LR
PF4V1,P2RY8,Human,LR
PF4V1,S1PR2,Human,LR
PI16,INSRR,Human,LR
PI16,LRP1B,Human,LR
PIBF1,INSRR,Human,LR
PIBF1,LRP1B,Human,LR
PKDCC,INSRR,Human,LR
PKDCC,LRP1B,Human,LR
PLAC9,ADGRL3,Human,LR
PLAC9,GRM2,Human,LR
PLAC9,GRM6,Human,LR
PLAC9,INSRR,Human,LR
PLAC9,LRP1B,Human,LR
PLAC9,NFASC,Human,LR
PLXDC1,ADGRL3,Human,LR
PLXDC1,INSRR,Human,LR
PLXDC1,LRP1B,Human,LR
PLXDC1,NFASC,Human,LR
PLXDC1,PTPRD,Human,LR
PLXDC1,SDK2,Human,LR
PODN,ADGRL3,Human,LR
PODN,DSCAML1,Human,LR
PODN,INSRR,Human,LR
PODN,LRP1B,Human,LR
PODN,MEGF11,Human,LR
PODN,MRC1,Human,LR
PODN,NFASC,Human,LR
PODN,PTPRD,Human,LR
PODN,SDK1,Human,LR
PODN,SDK2,Human,LR
PODN,STAB1,Human,LR
PODNL1,ADGRL3,Human,LR
PODNL1,DSCAML1,Human,LR
PODNL1,INSRR,Human,LR
PODNL1,LRP1B,Human,LR
PODNL1,MEGF11,Human,LR
PODNL1,MRC1,Human,LR
PODNL1,NFASC,Human,LR
PODNL1,PTPRD,Human,LR
PODNL1,SDK1,Human,LR
PODNL1,SDK2,Human,LR
PODNL1,STAB1,Human,LR
PPT1,GPER1,Human,LR
PPT1,P2RY4,Human,LR
PRAP1,CHRM2,Human,LR
PRAP1,GPER1,Human,LR
PRAP1,GRM2,Human,LR
PRAP1,P2RY1,Human,LR
PRAP1,P2RY2,Human,LR
PRAP1,P2RY4,Human,LR
PRAP1,P2RY8,Human,LR
PRAP1,S1PR2,Human,LR
PRELP,INSRR,Human,LR
PRELP,LRP1B,Human,LR
PRELP,MEGF11,Human,LR
PRELP,MRC1,Human,LR
PRELP,NFASC,Human,LR
PRELP,SDK1,Human,LR
PRELP,SDK2,Human,LR
PRELP,STAB1,Human,LR
PRG2,GPER1,Human,LR
PRG2,GRM2,Human,LR
PRG2,P2RY1,Human,LR
PRG2,P2RY4,Human,LR
PRH1,INSRR,Human,LR
PRH1,LRP1B,Human,LR
PRO2829,GPER1,Human,LR
PRO2829,P2RY1,Human,LR
PRO2829,P2RY4,Human,LR
PROZ,INSRR,Human,LR
PROZ,LRP1B,Human,LR
PRR27,CHRM2,Human,LR
PRR27,FFAR3,Human,LR
PRR27,GPER1,Human,LR
PRR27,GPR17,Human,LR
PRR27,GPR183,Human,LR
PRR27,GPR4,Human,LR
PRR27,GPR87,Human,LR
PRR27,GRM2,Human,LR
PRR27,INSRR,Human,LR
PRR27,LRP1B,Human,LR
PRR27,P2RY1,Human,LR
PRR27,P2RY2,Human,LR
PRR27,P2RY4,Human,LR
PRR27,P2RY8,Human,LR
PRR27,S1PR2,Human,LR
PRR4,INSRR,Human,LR
PRR4,LRP1B,Human,LR
PRSS38,INSRR,Human,LR
PRSS38,LRP1B,Human,LR
PRSS47,INSRR,Human,LR
PRSS47,LRP1B,Human,LR
PRSS53,INSRR,Human,LR
PRSS53,LRP1B,Human,LR
PRSS54,INSRR,Human,LR
PRSS54,LRP1B,Human,LR
PTEN,ADGRL3,Human,LR
PTEN,DSCAML1,Human,LR
PTEN,INSRR,Human,LR
PTEN,LRP1B,Human,LR
PTEN,NFASC,Human,LR
PTEN,PTPRD,Human,LR
PTEN,SDK1,Human,LR
PTEN,SDK2,Human,LR
PTX4,ADGRL3,Human,LR
PTX4,INSRR,Human,LR
PTX4,LRP1B,Human,LR
PTX4,NFASC,Human,LR
PTX4,PTPRD,Human,LR
PTX4,SDK2,Human,LR
PYY2,ADRA1B,Human,LR
PYY2,ADRA2C,Human,LR
PYY2,CD180,Human,LR
PYY2,CHRM2,Human,LR
PYY2,CHRM5,Human,LR
PYY2,CYSLTR2,Human,LR
PYY2,DRD1,Human,LR
PYY2,DRD3,Human,LR
PYY2,DRD5,Human,LR
PYY2,FFAR3,Human,LR
PYY2,FFAR4,Human,LR
PYY2,GPER1,Human,LR
PYY2,GPR12,Human,LR
PYY2,GPR132,Human,LR
PYY2,GPR15,Human,LR
PYY2,GPR17,Human,LR
PYY2,GPR174,Human,LR
PYY2,GPR183,Human,LR
PYY2,GPR3,Human,LR
PYY2,GPR34,Human,LR
PYY2,GPR4,Human,LR
PYY2,GPR6,Human,LR
PYY2,GPR83,Human,LR
PYY2,GPR87,Human,LR
PYY2,GRM2,Human,LR
PYY2,GRM6,Human,LR
PYY2,GRM8,Human,LR
PYY2,LPAR5,Human,LR
PYY2,LTB4R,Human,LR
PYY2,LTB4R2,Human,LR
PYY2,NPY4R2,Human,LR
PYY2,P2RY1,Human,LR
PYY2,P2RY10,Human,LR
PYY2,P2RY2,Human,LR
PYY2,P2RY4,Human,LR
PYY2,P2RY6,Human,LR
PYY2,P2RY8,Human,LR
PYY2,PTAFR,Human,LR
PYY2,S1PR2,Human,LR
PYY2,TLR10,Human,LR
PYY3,GPER1,Human,LR
PYY3,GRM2,Human,LR
PYY3,P2RY1,Human,LR
PYY3,P2RY2,Human,LR
PYY3,P2RY4,Human,LR
PYY3,P2RY8,Human,LR
REG3A,INSRR,Human,LR
REG3A,LRP1B,Human,LR
RNASET2,GPER1,Human,LR
RNASET2,GRM2,Human,LR
RNASET2,P2RY1,Human,LR
RNASET2,P2RY4,Human,LR
RNASET2,P2RY8,Human,LR
RNASET2,S1PR2,Human,LR
RTBDN,ADGRL3,Human,LR
RTBDN,INSRR,Human,LR
RTBDN,LRP1B,Human,LR
RTBDN,NFASC,Human,LR
SAMD1,ADGRL3,Human,LR
SAMD1,DSCAML1,Human,LR
SAMD1,INSRR,Human,LR
SAMD1,LRP1B,Human,LR
SAMD1,NFASC,Human,LR
SAMD1,PTPRD,Human,LR
SAMD1,SDK1,Human,LR
SAMD1,SDK2,Human,LR
SCG2,CASR,Human,LR
SCG2,CD180,Human,LR
SCG2,CHRM2,Human,LR
SCG2,GPER1,Human,LR
SCG2,GPR132,Human,LR
SCG2,GPR17,Human,LR
SCG2,GPR4,Human,LR
SCG2,GPR87,Human,LR
SCG2,GRM2,Human,LR
SCG2,INSRR,Human,LR
SCG2,P2RY1,Human,LR
SCG2,P2RY2,Human,LR
SCG2,P2RY4,Human,LR
SCG2,P2RY8,Human,LR
SCG3,CHRM2,Human,LR
SCG3,GPER1,Human,LR
SCG3,GRM2,Human,LR
SCG3,GRM6,Human,LR
SCG3,P2RY1,Human,LR
SCG5,GPER1,Human,LR
SCGB1C1,CASR,Human,LR
SCGB1C1,CHRM2,Human,LR
SCGB1C1,CHRM5,Human,LR
SCGB1C1,DRD3,Human,LR
SCGB1C1,FFAR3,Human,LR
SCGB1C1,GPER1,Human,LR
SCGB1C1,GPR132,Human,LR
SCGB1C1,GPR15,Human,LR
SCGB1C1,GPR17,Human,LR
SCGB1C1,GPR174,Human,LR
SCGB1C1,GPR183,Human,LR
SCGB1C1,GPR34,Human,LR
SCGB1C1,GPR4,Human,LR
SCGB1C1,GPR87,Human,LR
SCGB1C1,GRM2,Human,LR
SCGB1C1,GRM6,Human,LR
SCGB1C1,GRM8,Human,LR
SCGB1C1,LPAR5,Human,LR
SCGB1C1,LTB4R,Human,LR
SCGB1C1,P2RY1,Human,LR
SCGB1C1,P2RY10,Human,LR
SCGB1C1,P2RY2,Human,LR
SCGB1C1,P2RY4,Human,LR
SCGB1C1,P2RY6,Human,LR
SCGB1C1,P2RY8,Human,LR
SCGB1C1,PTAFR,Human,LR
SCGB1C1,S1PR2,Human,LR
SCGB1C2,CHRM2,Human,LR
SCGB1C2,DRD3,Human,LR
SCGB1C2,FFAR3,Human,LR
SCGB1C2,GPER1,Human,LR
SCGB1C2,GPR15,Human,LR
SCGB1C2,GPR17,Human,LR
SCGB1C2,GPR174,Human,LR
SCGB1C2,GPR183,Human,LR
SCGB1C2,GPR4,Human,LR
SCGB1C2,GPR87,Human,LR
SCGB1C2,GRM2,Human,LR
SCGB1C2,LPAR5,Human,LR
SCGB1C2,LTB4R,Human,LR
SCGB1C2,P2RY1,Human,LR
SCGB1C2,P2RY2,Human,LR
SCGB1C2,P2RY4,Human,LR
SCGB1C2,P2RY6,Human,LR
SCGB1C2,P2RY8,Human,LR
SCGB1C2,PTAFR,Human,LR
SCGB1C2,S1PR2,Human,LR
SCGB1D1,CHRM2,Human,LR
SCGB1D1,DRD3,Human,LR
SCGB1D1,FFAR3,Human,LR
SCGB1D1,GPER1,Human,LR
SCGB1D1,GPR132,Human,LR
SCGB1D1,GPR15,Human,LR
SCGB1D1,GPR17,Human,LR
SCGB1D1,GPR174,Human,LR
SCGB1D1,GPR183,Human,LR
SCGB1D1,GPR4,Human,LR
SCGB1D1,GPR87,Human,LR
SCGB1D1,LPAR5,Human,LR
SCGB1D1,LTB4R,Human,LR
SCGB1D1,LTB4R2,Human,LR
SCGB1D1,P2RY1,Human,LR
SCGB1D1,P2RY2,Human,LR
SCGB1D1,P2RY4,Human,LR
SCGB1D1,P2RY6,Human,LR
